AHB32687.1	1
BAQ01743.1	1
ABI55342.1	1
WP_071557527.1	1
WP_135704740.1	1
WP_049241299.1	1
EGM8550299.1	1
MBN5318929.1	1
QDI17963.1	1
WP_164171092.1	1
EGT3571951.1	1
WP_182038342.1	1
WP_043000203.1	1
WP_157957603.1	1
WP_107782612.1	1
WP_089188523.1	1
WP_106098831.1	1
QDI32442.1	1
AYZ32262.1	1
WP_072070334.1	1
WP_074189167.1	1
WP_077270733.1	1
WP_075808362.1	1
WP_074186610.1	1
WP_019454398.1	1
WP_088883777.1	1
WP_086266782.1	1
MBP1128771.1	1
WP_161505311.1	1
WP_080479055.1	1
WP_131073326.1	1
AIG62747.1	2
WP_001054703.1	2
ACD75796.1	3
EEW2106558.1	3
WP_102328495.1	3
EKT63117.1	3
WP_095530516.1	3
EGR2552338.1	3
WP_155738228.1	3
WP_102084158.1	3
WP_156351981.1	3
CAB63298.1	4
AKA20948.1	4
ACV52983.1	4
ACV53000.1	4
BAQ01843.1	4
QES97472.1	4
WP_011906375.1	4
WP_145916318.1	4
MBD2824371.1	4
WP_148731010.1	4
AKA20935.1	5
AKA20966.1	5
AKL88154.1	5
AAY23739.1	5
AAY23733.1	5
AAY23745.1	5
BAQ01935.1	5
BAQ02177.1	5
BAQ02105	5
BAQ00945	5
WP_000549530.1	5
MIR30034.1	5
WP_181242426.1	5
BCL43580.1	5
WP_137377208.1	5
GBE69150.1	5
WP_219260536.1	5
EDW5186900.1	5
MXG78602.1	5
WP_057647482.1	5
WP_050116911.1	5
VDZ65126.1	5
WP_107225999.1	5
WP_021567303.1	5
EBD0800919.1	5
AFC91472.1	6
AFC91514.1	6
AAO39700.1	6
AFC91570.1	6
AAR97964.1	6
TYA02932.1	6
WP_133295826.1	6
WP_148516510.1	6
WP_054895408.1	6
WP_182927545.1	6
MBR9870835.1	6
QNF23742.1	6
WP_180501315.1	6
ADR74237.1	7
HAW4209831.1	7
WP_161706207.1	7
WP_086467195.1	7
WP_167570229.1	7
CAI33309.1	8
CAI33441.1	8
CAI34080.1	8
CAI34348.1	8
CAI34286.1	8
CAI34310.1	8
CAI34328.1	8
CAI34519.1	8
CAI34657.1	8
WP_050147838.1	8
WP_125389915.1	8
WP_050230461.1	8
WP_223328937.1	8
