CAI34680.1	1
WP_214263175.1	1
WP_050237661.1	1
CAI34080.1	2
CAI34348.1	2
CAI34286.1	2
CAI34310.1	2
CAI34328.1	2
CAI34519.1	2
CAI34657.1	2
WP_050147838.1	2
WP_125389915.1	2
WP_050230461.1	2
WP_223328937.1	2
WP_050218691.1	2
WP_006152879.1	2
CAC82946.1	2
WP_000780144.1	2
WP_084953394.1	2
WP_084947228.1	2
ETJ08071.1	2
WP_000023099.1	2
WP_070841982.1	2
WP_068811526.1	2
WP_165329393.1	2
WP_002998013.1	2
WP_058621698.1	2
WP_158454372.1	2
WP_179923799.1	2
WP_195956714.1	2
NQG19797.1	2
WP_018369774.1	2
WP_018374869.1	2
WP_059086088.1	2
NQN92292.1	2
WP_195567330.1	2
MCD7835382.1	2
WP_102189987.1	2
KXB58382.1	2
ENZ13517.1	2
MBO4878554.1	2
MBD8966718.1	2
MCD7750519.1	2
MBE6924328.1	2
MBO6164910.1	2
WP_154575993.1	2
MBR4163497.1	2
MBR3244094.1	2
MBQ7344990.1	2
WP_069152840.1	2
ACF61556.1	3
ACF69242.1	3
WP_000055605.1	3
ACF89798.1	3
ACH50550.1	3
ACH73921.1	3
EEC0833043.1	3
WP_211935026.1	3
WP_103780518.1	3
WP_198447881.1	3
WP_079935198.1	3
WP_200041718.1	3
AFG42740.1	3
WP_064561603.1	3
WP_120066165.1	3
WP_133523143.1	3
MBM6608576.1	3
WP_222889099.1	3
WP_160743207.1	3
WP_181621412.1	3
WP_049839519.1	3
WP_103825323.1	3
WP_039289216.1	3
WP_085006393.1	3
WP_159466150.1	3
WP_090465544.1	3
WP_097164554.1	3
WP_017459722.1	3
WP_202307627.1	3
WP_061706571.1	3
WP_139883141.1	3
WP_141416519.1	3
WP_006816621.1	3
WP_165466376.1	3
WP_123350492.1	3
WP_123758120.1	3
WP_167614800.1	3
WP_112012634.1	3
WP_124970857.1	3
WP_079517127.1	3
WP_064327914.1	3
WP_049858392.1	3
WP_194401850.1	3
WP_166718554.1	3
WP_188724471.1	3
WP_108476918.1	3
WP_154747370.1	3
WP_046374747.1	3
WP_061808159.1	3
WP_013368182.1	3
MCA1924351.1	3
WP_039055064.1	3
WP_095283898.1	3
WP_050556253.1	3
WP_064546419.1	3
NWA45370.1	3
VTM23345.1	3
WP_031523759.1	3
WP_062777376.1	3
AMO51170.1	3
WP_188475122.1	3
WP_024551628.1	3
VXC45129.1	3
WP_194565075.1	3
WP_024484177.1	3
WP_049600781.1	3
WP_148052002.1	3
WP_118984699.1	3
WP_137764670.1	3
VTN07949.1	3
WP_048254826.1	3
WP_042526468.1	3
WP_017800649.1	3
WP_120509241.1	3
WP_145511597.1	3
WP_101079458.1	3
WP_122096511.1	3
WP_101826649.1	3
WP_200223338.1	3
WP_109054845.1	3
WP_057533317.1	3
WP_005969152.1	3
WP_113866050.1	3
WP_136166744.1	3
WP_047254900.1	3
WP_015344130.1	3
WP_199378639.1	3
WP_050143424.1	3
WP_095835336.1	3
WP_132456480.1	3
WP_172908505.1	3
WP_099124150.1	3
WP_092508507.1	3
WP_008914057.1	3
WP_154624228.1	3
WP_074022745.1	3
MBD2811743.1	3
CEE90143.1	3
WP_115825347.1	3
WP_187653196.1	3
WP_219244963.1	3
WP_092516713.1	3
WP_006658200.1	3
