AFW04735.1	1
EAT8922683.1	1
ACF61556.1	2
ACF69242.1	2
WP_000055605.1	2
ACF89798.1	2
ACH50550.1	2
ACH73921.1	2
EEC0833043.1	2
WP_211935026.1	2
WP_103780518.1	2
WP_198447881.1	2
WP_079935198.1	2
WP_200041718.1	2
AFG42740.1	2
WP_064561603.1	2
WP_120066165.1	2
WP_133523143.1	2
MBM6608576.1	2
WP_222889099.1	2
WP_160743207.1	2
WP_181621412.1	2
WP_049839519.1	2
WP_103825323.1	2
WP_039289216.1	2
WP_085006393.1	2
WP_159466150.1	2
WP_090465544.1	2
WP_097164554.1	2
WP_017459722.1	2
WP_202307627.1	2
WP_061706571.1	2
WP_139883141.1	2
WP_141416519.1	2
WP_006816621.1	2
WP_165466376.1	2
WP_123350492.1	2
WP_123758120.1	2
WP_167614800.1	2
WP_112012634.1	2
WP_124970857.1	2
WP_079517127.1	2
WP_064327914.1	2
WP_049858392.1	2
WP_194401850.1	2
WP_166718554.1	2
WP_188724471.1	2
WP_108476918.1	2
WP_154747370.1	2
WP_046374747.1	2
WP_061808159.1	2
WP_013368182.1	2
MCA1924351.1	2
WP_039055064.1	2
WP_095283898.1	2
WP_050556253.1	2
WP_064546419.1	2
NWA45370.1	2
VTM23345.1	2
WP_031523759.1	2
WP_062777376.1	2
AMO51170.1	2
WP_188475122.1	2
WP_024551628.1	2
VXC45129.1	2
WP_194565075.1	2
WP_024484177.1	2
WP_049600781.1	2
WP_148052002.1	2
WP_118984699.1	2
WP_137764670.1	2
VTN07949.1	2
WP_048254826.1	2
WP_042526468.1	2
WP_017800649.1	2
WP_120509241.1	2
WP_145511597.1	2
WP_101079458.1	2
WP_122096511.1	2
WP_101826649.1	2
WP_200223338.1	2
WP_109054845.1	2
WP_057533317.1	2
WP_005969152.1	2
WP_113866050.1	2
WP_136166744.1	2
WP_047254900.1	2
WP_015344130.1	2
WP_199378639.1	2
WP_050143424.1	2
WP_095835336.1	2
WP_132456480.1	2
WP_172908505.1	2
WP_099124150.1	2
WP_092508507.1	2
WP_008914057.1	2
WP_154624228.1	2
WP_074022745.1	2
MBD2811743.1	2
CEE90143.1	2
