ACD75796.1	1
EEW2106558.1	1
WP_102328495.1	1
EKT63117.1	1
WP_095530516.1	1
EGR2552338.1	1
WP_155738228.1	1
WP_102084158.1	1
WP_156351981.1	1
WP_066178553.1	1
WP_103438199.1	1
WP_010224121.1	1
WP_048399097.1	1
WP_173407189.1	1
WP_115064998.1	1
AXY99492.1	1
WP_053153311.1	1
WP_096184779.1	1
WP_032863126.1	1
TXH59666.1	1
MBP6467762.1	1
WP_096997721.1	1
WP_188011381.1	1
WP_085542503.1	1
WP_176071019.1	1
WP_187726714.1	1
HAS6066705.1	1
MQJ99391.1	1
WP_049014471.1	1
WP_219695792.1	1
CAI33324.1	2
CAI33366.1	2
CAI33389.1	2
WP_054391329.1	2
WP_061748111.1	2
WP_024383613.1	2
WP_000905563.1	3
AAO68867.1	3
AAV77445.1	3
CAR59582.1	3
CAR37642.1	3
AAL20257.1	3
WP_070146539.1	3
EBX1463462.1	3
EBU3372668.1	3
WP_094790505.1	3
WP_200085389.1	3
WP_200010230.1	3
MBS1204988.1	3
WP_180862528.1	3
WP_051623239.1	3
WP_139176340.1	3
PYX48738.1	3
WP_156368601.1	3
PYX76274.1	3
MBZ5685914.1	3
WP_147647580.1	3
WP_036233883.1	3
WP_186694933.1	3
WP_012680456.1	3
WP_103933438.1	3
WP_147083299.1	3
WP_141396571.1	3
MBX9813261.1	3
WP_173198600.1	3
WP_080146739.1	4
MCC2832836.1	4
MBR6033920.1	4
AAM27560	5
AAM27711	5
RPP47857.1	5
WP_154745360.1	5
WP_055136846.1	5
WP_198864114.1	5
WP_174142560.1	5
WP_169199804.1	5
WP_208134250.1	5
WP_131592657.1	5
WP_104670081.1	5
WP_008022995.1	5
WP_152117937.1	5
WP_046041222.1	5
TXH59276.1	5
WP_122543226.1	5
WP_092414598.1	5
WP_090143106.1	5
WP_148169455.1	5
WP_224788146.1	5
NCQ11007.1	5
MBX3705066.1	5
MBB4988112.1	5
WP_082446592.1	5
WP_130027507.1	5
WP_124345257.1	5
OLB91251.1	5
WP_214496379.1	5
WP_187516328.1	5
WP_137923182.1	5
WP_098495516.1	5
WP_096611936.1	5
UFH48250.1	5
WP_114434232.1	5
CAI34254.1	6
CAI34177.1	6
CAI34198.1	6
CAI34217.1	6
CAI34236.1	6
CAI34388.1	6
VIU37569.1	6
WP_078846275.1	6
WP_221762777.1	6
RKV90743.1	6
WP_224218642.1	6
EMG32612.1	6
WP_050214882.1	6
WP_048952746.1	6
WP_075875658.1	6
AXB83697.1	6
WP_116843469.1	6
MBN1040020.1	6
HAT4072079.1	6
NOW24201.1	6
WP_080021630.1	6
WP_014215683.1	6
WP_150289080.1	6
WP_143445838.1	6
VEG71536.1	6
ENZ13516.1	6
WP_074664292.1	6
WP_032951571.1	6
WP_004455531.1	6
WP_229272675.1	6
WP_049517278.1	6
NLK65088.1	6
WP_173737061.1	6
MBS6517363.1	6
MBQ9778187.1	6
ABI34565.1	7
WP_000700061.1	7
MCE1517981.1	7
WP_046359765.1	7
WP_166713320.1	7
AAK60458.1	8
HBD0591629.1	8
EGW69750.1	8
VVY79035.1	8
EFG6470853.1	8
EEQ1609719.1	8
WP_220394820.1	8
WP_227658377.1	8
WP_119564788.1	8
AHB32411.1	9
WP_110974445.1	9
WP_151813787.1	9
WP_201686691.1	9
WP_016722087.1	9
WP_139102916.1	9
WP_138928581.1	9
WP_144035963.1	9
WP_200222840.1	9
WP_214228854.1	9
WP_106516769.1	9
WP_204136790.1	9
WP_001572821.1	9
WP_197330552.1	9
WP_052234704.1	9
WP_144614985.1	9
WP_085411221.1	9
WP_039568335.1	9
CCH02966.1	9
WP_229044655.1	9
WP_100991484.1	9
WP_048635580.1	9
ABK14751.1	9
RTR36406.1	9
MBS1543770.1	9
WP_175324524.1	9
WP_130001416.1	9
