ACA24764.1	1
BAQ02088.1	1
ACA24754.1	1
AFW04847.1	1
RZY20022.1	1
MBE4101482.1	1
WP_157052984.1	1
WP_138555850.1	1
WP_220068480.1	1
PQQ42963.1	1
OYQ72531.1	1
WP_144213716.1	1
WP_172767510.1	1
WP_021499272.1	1
MCE0846442.1	1
WP_116238113.1	1
WP_104951531.1	1
WP_108207897.1	1
WP_130985655.1	1
WP_107302913.1	1
BAQ00634.1	2
ACA24852.1	2
ACA24840.1	2
WP_061554685.1	2
WP_131391565.1	2
WP_063654930.1	2
WP_119176528.1	2
WP_161749707.1	2
AEH27473.1	2
NCH61700.1	2
WP_104085182.1	2
WP_050290320.1	2
WP_066282843.1	2
WP_201546713.1	2
AXY99336.1	2
WP_109398942.1	2
WP_185665883.1	2
HAT6271869.1	2
WP_149409814.1	2
WP_089541576.1	2
CAI33309.1	3
CAI33441.1	3
CAI34080.1	3
CAI34348.1	3
CAI34286.1	3
CAI34310.1	3
CAI34328.1	3
CAI34369.1	3
CAI34519.1	3
CAI34657.1	3
WP_050147838.1	3
WP_125389915.1	3
WP_050230461.1	3
WP_223328937.1	3
WP_050218691.1	3
WP_006152879.1	3
CAC82946.1	3
WP_000780144.1	3
WP_084953394.1	3
WP_084947228.1	3
ETJ08071.1	3
WP_000023099.1	3
WP_070841982.1	3
WP_068811526.1	3
WP_165329393.1	3
WP_002998013.1	3
WP_058621698.1	3
WP_158454372.1	3
WP_179923799.1	3
WP_195956714.1	3
NQG19797.1	3
WP_018369774.1	3
WP_018374869.1	3
WP_059086088.1	3
NQN92292.1	3
WP_195567330.1	3
MCD7835382.1	3
WP_102189987.1	3
KXB58382.1	3
ENZ13517.1	3
MBO4878554.1	3
MBD8966718.1	3
MCD7750519.1	3
MBM6969344.1	3
MBE6924328.1	3
MBO6164910.1	3
WP_154458372.1	3
WP_154575993.1	3
WP_094512071.1	3
MBR4163497.1	3
HBB60573.1	3
MBQ1545231.1	3
MBE5880998.1	3
WP_201782338.1	3
MBR3244094.1	3
MBQ7344990.1	3
WP_069152840.1	3
WP_204541924.1	3
MBD9084930.1	3
WP_154576008.1	3
TGY59694.1	3
WP_146988589.1	3
MBR2671015.1	3
KYF37497.1	3
WP_070679020.1	3
NQM38615.1	3
WP_134813789.1	3
WP_049484058.1	3
EJP22782.1	3
WP_195951856.1	3
WP_222328793.1	3
WP_204900349.1	3
WP_173751066.1	3
WP_111406757.1	3
HJA27547.1	3
RHU83337.1	3
WP_137611759.1	3
MBO6015484.1	3
WP_018365373.1	3
MBS6007242.1	3
NQJ71275.1	3
OHY38570.1	3
HJB46591.1	3
ADJ41487.1	3
HJA23836.1	3
RRG02550.1	3
WP_041501471.1	3
HJB19391.1	3
WP_219481079.1	3
WP_102168459.1	3
MBS4967661.1	3
WP_049510374.1	3
OUL10274.1	3
WP_205008653.1	3
MBS6706277.1	3
WP_148887602.1	3
PWE87585.1	3
WP_180304623.1	3
WP_146990628.1	3
WP_057490930.1	3
WP_195627686.1	3
WP_007555917.1	3
MBS6706194.1	3
WP_214262767.1	3
PMC48004.1	3
WP_221160437.1	3
WP_067062316.1	3
WP_039088696.1	3
WP_045613605.1	3
WP_118019782.1	3
WP_049476456.1	3
WP_006146365.1	3
WP_000724385.1	3
OUP93755.1	3
WP_023946619.1	3
WP_117744806.1	3
AAN64568.1	3
WP_195214229.1	3
WP_125457431.1	3
MBS5220555.1	3
WP_003092555.1	3
MBS5425265.1	3
WP_084939330.1	3
WP_061852905.1	3
WP_223340012.1	3
WP_195969014.1	3
WP_201062630.1	3
WP_080612042.1	3
WP_000915514.1	3
WP_125373053.1	3
WP_060976477.1	3
WP_002905539.1	3
WP_179925580.1	3
CAI33515.1	4
CAI33491.1	4
WP_101025560.1	4
WP_094661747.1	4
WP_195376113.1	4
WP_118168890.1	4
